장소,지역,주소,구분,위도,경도,전화번호,홈페이지,제한조건
견로당,인제,강원 인제군 인제읍 자작나무숲길 1061-5,식당/카페,38.00390854,128.2267036,0507-1430-1362,https://www.instagram.com/gyunrodang,없음
라이프위드도그,인제,강원 인제군 인제읍 자작나무숲길 1112,숙소,38.00155883,128.2316881,010-4610-4277,https://blog.naver.com/aboutinje,
카페 하추리,인제,강원 인제군 인제읍 하추로 187,식당/카페,38.01962892,128.2817802,033-461-4481,,
하이하늘펜션,정선,강원 정선군 고한읍 고토일길 275,숙소,37.22169453,128.8628203,033-591-9128,https://blog.naver.com/loveclub1032,
메이힐스리조트,정선,강원 정선군 고한읍 물한리길 8,숙소,37.21149569,128.8352513,033-590-1000,,
하이원리조트,정선,강원 정선군 고한읍 하이원길 424,숙소,37.20721956,128.8368362,1588-7789,http://www.high1.com/,
파인트리캠핑장,정선,강원 정선군 남면 광락로 349-30,숙소,37.31613816,128.6937205,033-591-8888,https://sites.google.com/view/pinetrees7777/%ED%99%88,
러브팩토리,정선,강원 정선군 남면 광락로 519,숙소,37.31958771,128.6796876,010-2732-8798,http://cafe.naver.com/amasjj,
또바기콘도,정선,강원 정선군 남면 덕만길 5-19,숙소,37.2636234,128.7966475,033-591-0100,http://www.ddobaki.com/,
민둥산,정선,강원 정선군 남면 민둥산로 4,관광지,37.25420589,128.7802605,1544-9053,https://www.jeongseon.go.kr/tour/jeongseontour/attractions,소형
메이플펜션,정선,강원 정선군 남면 자뭇골길 206,숙소,37.24544553,128.7613138,010-7545-3715,http://maplepension.com,
프로방스 펜션,정선,강원 정선군 남면 자뭇골길 212,숙소,37.24513849,128.7606051,010-5209-6422,https://www.instagram.com/jungsun.provance/,
365행복펜션,정선,강원 정선군 북평면 장열길 83-2,숙소,37.45649671,128.6831334,033-562-1365,http://www.365happy.kr/,
그랜드 인투라온 호텔 정선,정선,강원 정선군 사북읍 사북리 354-32,숙소,37.22671758,128.8123856,033-590-4002,,
정선 레일바이크,정선,강원 정선군 여량면 노추산로 745,관광지,37.5170461,128.7304317,033-563-8787,,
아우라지,정선,강원 정선군 여량면 여량리 201-2,관광지,37.47387553,128.7231114,033-562-4301,,
정선 병방치 스카이워크,정선,강원 정선군 정선읍 병방치길 225,관광지,37.36235936,128.6354266,033-563-4100,,
정선황토펜션,정선,강원 정선군 정선읍 병방치길 35-18 정선황토펜션,숙소,37.37525603,128.6459859,033-563-5064,https://blog.naver.com/tmddbs5250,
정선아라리공원,정선,강원 정선군 정선읍 봉양리 113,관광지,37.3787716,128.6662609,1544-9053,https://www.jeongseon.go.kr/tour/jeongseontour/attractions,
락있수다테마펜션,정선,강원 정선군 화암면 소금강로 2188 락있수다펜션,숙소,37.28982092,128.8402745,,http://www.rockitsuda.com/,
인경 화이트하우스,철원,강원 철원군 갈말읍 두루미로 118,식당/카페,38.18661715,127.3193848,033-452-1616,https://www.instagram.com/ig_whitehouse,
철든오빠,철원,"강원 철원군 갈말읍 명성로 151 1층, 오른쪽 입구",식당/카페,38.14520475,127.3077003,010-7616-0711,https://www.instagram.com/chulden_obar,
소이온정,철원,강원 철원군 갈말읍 명성로125번길 7 소이온정,식당/카페,38.14254608,127.3066095,0502-5553-8323,https://blog.naver.com/tobiisfree/224270200604,
가산농원캠핑장,철원,강원 철원군 갈말읍 상사로 377,숙소,38.22409963,127.2657242,033-452-9995,,
카페 프로방스,철원,강원 철원군 갈말읍 순담길 299,식당/카페,38.18568908,127.3004274,033-452-1711,https://www.instagram.com/cheorwon_prvc,
eden 에덴,철원,강원 철원군 갈말읍 순담길 43,식당/카페,38.16867121,127.3022419,033-452-7304,,
별비내리는마을펜션,철원,강원 철원군 갈말읍 직탕길 26,숙소,38.2079295,127.2707287,010-4177-3489,http://beulbee.webbit.kr/,
카페공간,철원,강원 철원군 갈말읍 직탕길 26,식당/카페,38.20792579,127.2707319,0503-7151-8015,http://instagram.com/_cafe_gonggan_,
마운틴밸리펜션,철원,강원 철원군 동송읍 담터길 174,숙소,38.15224046,127.2042692,033-455-5596,,
학마을캠핑장,철원,강원 철원군 동송읍 도피동길 72-1,숙소,38.23609437,127.2211165,,https://cafe.naver.com/hackcamp,
은하수교,철원,강원 철원군 동송읍 장흥리 725-12,관광지,38.20025939,127.2775433,033-450-5365,,
직탕폭포,철원,강원 철원군 동송읍 장흥리 직탕폭포,관광지,38.20067028,127.2710318,033-450-5534,,
케렌시아펜션,철원,강원 철원군 동송읍 창동로 2282 펜션,숙소,38.18290052,127.2764054,033-456-0303,,
핑크깡통,철원,강원 철원군 서면 금강로 7651,식당/카페,38.20173749,127.421172,033-458-0014,,
와수리커피,철원,강원 철원군 서면 아리랑로37번길 19,식당/카페,38.24384495,127.4397968,033-455-2777,http://www.mega-coffee.co.kr/,
쿠치나,철원,강원 철원군 서면 와수로110번안길 43,식당/카페,38.23714903,127.4382294,033-455-5425,,
노동당사,철원,강원 철원군 철원읍 금강산로 265,관광지,38.25520176,127.2020009,033-450-5520,,
카페캐빈,춘천,강원 춘천시 남면 버들길 60-7,식당/카페,37.7473815,127.6301543,,https://blog.naver.com/aimsoul,
구곡폭포,춘천,강원 춘천시 남산면 강촌구곡길 254 (우)200-912,관광지,37.79703294,127.6158514,033-250-3569,,
강촌잠빌펜션,춘천,강원 춘천시 남산면 강촌로 250,숙소,37.79759514,127.6392088,010-8564-1107,https://blog.naver.com/cwt285/223918191284,
도그앤스테이 애견펜션,춘천,강원 춘천시 남산면 갯골길 10-13,숙소,37.8018153,127.6363555,,http://dogandstay.com/,
노아스펜션,춘천,강원 춘천시 남산면 검봉산길 35,숙소,37.82272894,127.6149987,010-6474-5807,http://www.노아스펜션.com,
남이섬 호텔정관루,춘천,강원 춘천시 남산면 남이섬길 1,숙소,37.79012495,127.5261287,031-580-8000,,
남이섬 투개더파크,춘천,강원 춘천시 남산면 남이섬길 1,관광지,37.79012495,127.5261287,031-580-8008,,
남이섬 섬향기,춘천,강원 춘천시 남산면 남이섬길 1,식당/카페,37.79012495,127.5261287,031-580-8054,,
고목,춘천,강원 춘천시 남산면 남이섬길 1 (남이섬 중앙 잣나무길 중간),식당/카페,37.79012495,127.5261287,031-580-8053,,
아름다운집,춘천,강원 춘천시 남산면 북한강변길 826,숙소,37.82891519,127.6028694,010-2937-8324,http://gcbeautifulhouse.kr/,
리버웍펜션,춘천,강원 춘천시 남산면 북한강변길 840,숙소,37.8286875,127.6044028,033-262-9601,,
비다펠리스,춘천,강원 춘천시 남산면 서백길 701,숙소,37.79597189,127.5815832,010-6550-0529,http://www.vidafeliz.co.kr,
남이섬 설리조트,춘천,강원 춘천시 남산면 서백길 707-4,숙소,37.79579437,127.5822647,010-5100-7400,http://ok888.kr,
해피리버펜션,춘천,강원 춘천시 남산면 홍천강변길 410,숙소,37.6828358,127.6497104,010-2932-2766,http://happyriver.kr/,
헤이춘천,춘천,강원 춘천시 남춘로 49,숙소,37.86535614,127.7321769,033-243-5566,,
카페드220볼트,춘천,강원 춘천시 동내면 금촌로 107-27,식당/카페,37.85697561,127.7837723,033-263-0220,,
세계주류마켓,춘천,강원 춘천시 동내면 순환대로 632,식당/카페,37.83984386,127.7621803,033-262-0632,https://www.instagram.com/worldliquormarket,
와이어드커피,춘천,강원 춘천시 동내면 순환대로 632 1층,식당/카페,37.83984386,127.7621803,,http://www.wiredcoffee.co.kr/,
예와생스튜디오카페,춘천,강원 춘천시 동면 가산로 186-5,식당/카페,37.92083812,127.7822099,,https://instagram.com/yewasaeng_cafe,
금베이숲,춘천,강원 춘천시 동면 금베이길 61-90 1층,식당/카페,37.87780963,127.7842406,,http://금베이숲.com,
스노우,춘천,강원 춘천시 동면 금옥길 132,식당/카페,37.91680754,127.7957754,033-255-9066,,
솔길따라,춘천,강원 춘천시 동면 도토골길 62,식당/카페,37.8825971,127.772977,033-243-5515,,
에를레프니스,춘천,강원 춘천시 동면 만천로 84,식당/카페,37.88063553,127.7652301,070-4239-4222,,
인디언독,춘천,강원 춘천시 동면 만천양지길 147-1,식당/카페,37.89015646,127.7695938,033-253-2250,,
스튜디오 도란도란,춘천,강원 춘천시 동면 춘천순환로 465-5 도란도란,관광지,37.88224961,127.7645414,010-7574-4932,https://litt.ly/drdr,
수한예,춘천,강원 춘천시 동면 하일길 197,숙소,37.90500504,127.7536696,010-8879-4358,https://www.instagram.com/s.h.y123/?hl=ko,
춘천숲자연휴양림캠핑장,춘천,강원 춘천시 동산면 종자리로 224-104,숙소,37.7477368,127.7424875,033-264-1156,,
감자아일랜드 온의점,춘천,강원 춘천시 방송길 77 상가동 1층 1310호,식당/카페,37.86929709,127.7211693,,https://www.instagram.com/gamja_island,
비안단테펜션 춘천점,춘천,강원 춘천시 서면 금산2길 22-4,숙소,37.9024981,127.700182,010-2680-4314,https://www.viandante.kr/,
준독트레이닝센터,춘천,강원 춘천시 서면 노동길 71,숙소,37.84040675,127.5879998,033-263-8846,https://www.instagram.com/joondog_/,
어반그린,춘천,강원 춘천시 서면 박사로 732,식당/카페,37.88437077,127.683179,0503-7152-4272,https://www.instagram.com/urbn.green/,
닥터빈스,춘천,강원 춘천시 서면 박사로 976,식당/카페,37.90170926,127.6970224,,https://www.instagram.com/drbeans.co.kr_,
춘천댐,춘천,강원 춘천시 서면 오월리 춘천댐,관광지,37.96558831,127.6398848,033-245-2211,,
즐거운하루숯불생고기,춘천,강원 춘천시 세실로 100-32,식당/카페,37.86591971,127.7618478,033-261-6655,,
레인코브,춘천,강원 춘천시 소양고개길 17-1,식당/카페,37.88432886,127.7253033,,https://www.instagram.com/lanecove.coffee,
물길로(의암호 킹카누),춘천,강원 춘천시 송암동 684 물길로 킹카누 나루터,관광지,37.85579048,127.6853596,033-251-9600,,
춘천 물레길,춘천,강원 춘천시 스포츠타운길 113-1,관광지,37.85496429,127.6857679,033-243-7177,https://www.mullegil.com,
삼악산호수케이블카,춘천,강원 춘천시 스포츠타운길 245,관광지,37.86445399,127.6913647,1588-4888,https://samaksancablecar.com/,
김유정역 폐역,춘천,강원 춘천시 신동면 김유정로 1435,관광지,37.81963261,127.7166169,033-261-7780,,
Cafe 8mm,춘천,강원 춘천시 신동면 모오리길 47-28,식당/카페,37.82232826,127.7037905,033-262-6868,https://instagram.com/cafe_8mm?igshid=1lat2t3alw5w9,
카페 더웨이,춘천,강원 춘천시 신동면 풍류1길 72,식당/카페,37.81616464,127.7228803,033-264-3837,https://www.instagram.com/cafe.the.way,
카페하루,춘천,강원 춘천시 신북읍 배후령1길 5,식당/카페,37.93371006,127.7825422,010-9557-3328,https://www.instagram.com/haru__bagel/,
슬로우데이,춘천,강원 춘천시 신북읍 배후령1길 70,식당/카페,37.9373547,127.7772453,070-4179-3564,https://www.instagram.com/cafe__slowday,
초이랑,춘천,강원 춘천시 신북읍 배후령길 11,식당/카페,37.93093459,127.7816213,033-252-5556,,
예당앤다울펫,춘천,강원 춘천시 신북읍 신북로 153,식당/카페,37.93926477,127.7514163,,https://www.instagram.com/yedang_daulpet/,
단우물카페,춘천,강원 춘천시 신북읍 신북로 323 단우물식당/카페,식당/카페,37.95283265,127.7463275,,https://smartstore.naver.com/danwoomul,
파머스가든,춘천,강원 춘천시 신북읍 신샘밭로 380,식당/카페,37.92518928,127.7530288,033-241-0505,https://smartstore.naver.com/insaengsikdang/products/11581196362,
강산면가,춘천,강원 춘천시 신북읍 신샘밭로 621,식당/카페,37.9305137,127.7785203,033-242-9972,,
신북커피,춘천,강원 춘천시 신북읍 신샘밭로 622-7 신북커피,식당/카페,37.9296128,127.7788168,0507-1304-4266,https://instagram.com/sinbuk_coffee?utm_medium=copy_link,
감자밭,춘천,강원 춘천시 신북읍 신샘밭로 674,식당/카페,37.92959097,127.7845168,1566-3756,http://www.gamzabatt.com,"대형견 입장 불가, 1층 및 야외 테라스 가능"
카페나스,춘천,강원 춘천시 신북읍 신샘밭로 706-8,식당/카페,37.92941846,127.7875224,033-241-9445,http://www.instagram.com/cafenas_,
샘토명물닭갈비,춘천,강원 춘천시 신북읍 신샘밭로 729,식당/카페,37.93136017,127.7903766,033-256-9995,,
춘천통나무집닭갈비,춘천,강원 춘천시 신북읍 신샘밭로 763,식당/카페,37.93311389,127.7932958,033-241-5999,,
유기농카페,춘천,강원 춘천시 신북읍 지내고탄로 184,식당/카페,37.94628073,127.7303906,010-4686-3375,http://www.instagram.com/organic_cafe_,
쉬러와,춘천,강원 춘천시 신북읍 지내고탄로 246,식당/카페,37.95182749,127.7309014,0507-1452-1120,https://www.instagram.com/cafeshiruwa?igsh=bmtzY2htdWszMjl3&utm_source=qr,
소양강댐,춘천,강원 춘천시 신샘밭로 1128,관광지,37.94879981,127.8151019,033-242-2455,,
퍼피쿵,춘천,강원 춘천시 안마산로 34-17,식당/카페,37.8567333,127.7202741,,https://www.instagram.com/puppykung12.9/,없음
사농동334,춘천,강원 춘천시 영서로 2949-13,식당/카페,37.91522622,127.7202745,,https://www.instagram.com/twosomesanong,
공지천조각공원,춘천,강원 춘천시 옛경춘로 880,관광지,37.87324516,127.7126624,033-250-3089,,
히포코코,춘천,강원 춘천시 중앙로67번길 9,식당/카페,37.87881136,127.7272206,033-253-3523,http://instagram.com/hippo_coco,
쿠키멍스터,춘천,강원 춘천시 춘천로185번길 15 1층,식당/카페,37.87775911,127.7340229,,https://blog.naver.com/khe629,
칠오닭갈비 춘천점,춘천,강원 춘천시 칠전동 산90-1,식당/카페,37.84618592,127.6811906,033-264-2000,,
준독라운지,춘천,강원 춘천시 효자로150번길 11-1,식당/카페,37.87596158,127.7365618,033-254-0045,,
구문소카페,태백,강원 태백시 사군드리길 9,식당/카페,37.0930201,129.0380079,010-3368-4449,https://www.instagram.com/cafe_gumunso_?igshid=MTNiYzNiMzkwZA%3D%3D&utm_source=qr,
구문소농촌체험휴양마을,태백,강원 태백시 사군드리길7,숙소,37.0932456,129.0379765,,https://blog.naver.com/lysig3887/223744096342,
인생상점카페봄눈,태백,강원 태백시 서학로 1081,식당/카페,37.15447028,128.9831498,,https://www.instagram.com/lifestorecafe_bomnoun/,
오투리조트,태백,강원 태백시 서학로 861,숙소,37.17067232,128.9480838,033-580-7000,,
태백시 반려동물 놀이터,태백,강원 태백시 소도동 24-2,관광지,37.132628,128.9713257,033-550-2118,,
몽토랑산양목장&뷰카페,태백,강원 태백시 효자1길 27-2,식당/카페,37.18194586,128.9641515,0507-1463-0155,https://www.instagram.com/mongtorang_goatfarm,
국민의숲,평창,강원 평창 대관령마루길 340,관광지,37.68450966,128.7406956,033-330-2724,,
대관령 하늘목장,평창,강원 평창 대관령면 꽃밭양지길 458-23,관광지,37.71174234,128.7321394,033-332-8061~3,,
대관령주주파크,평창,강원 평창 대관령면 꽃밭양지길 51-30,관광지,37.67816358,128.7075494,033-335-5533,https://www.instagram.com/zoozoopark_korea,
홀리데이인스위트,평창,강원 평창 대관령면 솔봉로 325,숙소,37.65925417,128.6840107,033-339-0000,,
라마다호텔&스위트평창,평창,강원 평창 대관령면 오목길 107,숙소,37.66003633,128.717992,033-333-1000,,
순수양떼목장,평창,강원 평창 대관령면 오목길 111,관광지,37.65885258,128.7197653,033-335-1497,,
모나 용평,평창,강원 평창 대관령면 올림픽로 715,숙소,37.65094489,128.7055566,033-335-5757,,
산너미팜,평창,강원 평창 미탄면 산너미길 210,식당/카페,37.36630062,128.4707418,0507-1470-1317,https://www.instagram.com/sanneomi.burg,
